supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label,snapshot_week
S_00011,Blair PLC,LATAM,Biotech,1332125,575163,48,1259668,35,8,66,0.7,8,Low,745,2025-11-01 10:05:48.786927+00:00,1.0,28957.0,16.06038222216693,0.9949298583125663,0.029588131776023378,85.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.59,0.714,high,44
S_00012,Dudley Group,North America,Biotech,146309,113453,82,723399,13,4,77,0.74,2,Medium,759,2025-11-01 10:05:48.786927+00:00,2.0,30105.5,69.34353359423353,0.9567304553025364,0.05679577441748292,66.5,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,47.27,0.571,medium,44
S_00013,Arnold Ltd,Europe,Biotech,2259467,1934813,80,635884,59,10,82,0.98,9,High,843,2025-11-01 10:05:48.786927+00:00,3.0,35476.333333333336,30.208265512351822,1.0,0.3624803960219258,68.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.36,1.0,high,44
S_00014,"Mcclure, Ward and Lee",North America,Biotech,3186616,1791126,2,244603,29,12,69,0.81,3,High,783,2025-11-01 10:05:48.786927+00:00,1.0,29741.0,75.40433623438531,1.0,0.0,73.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.06,0.429,medium,44
S_00015,Williams and Sons,North America,Facilities,4809334,3885997,68,1616071,14,2,92,0.96,7,Low,836,2025-11-01 10:05:48.786927+00:00,1.0,15543.0,35.32273731757405,0.9929097118683665,0.05665427336745272,67.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,46.81,0.571,medium,44
S_00016,Galloway-Wyatt,LATAM,Logistics,1435185,1240655,88,431844,51,4,75,0.41,10,Medium,643,2025-11-01 10:05:48.786927+00:00,3.0,29677.0,25.885691665667842,1.0,0.0,84.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.58,0.714,high,44
S_00017,James Group,LATAM,Manufacturing,3725049,1951749,8,719016,7,9,85,0.92,3,Medium,822,2025-11-01 10:05:48.786927+00:00,1.0,44868.0,35.96584667604241,0.9971203202462957,0.0,63.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.22,0.571,medium,44
S_00018,"Flowers, Martin and Kelly",North America,Logistics,110321,47846,4,1812786,27,1,82,0.26,3,High,591,2025-11-01 10:05:48.786927+00:00,2.0,21600.5,45.352320657733124,0.5004041916143964,0.01244006594272237,73.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,42.21,0.429,medium,44
S_00019,"Adams, Zuniga and Wong",Europe,Biotech,4121951,2836338,31,1655466,36,12,76,0.37,3,High,629,2025-11-01 10:05:48.786927+00:00,0.0,0.0,30.43659788783463,0.010535235833434771,0.022633336171296984,76.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.63,0.571,medium,44
S_00020,"Reid, Ferguson and Sanchez",LATAM,Facilities,3665919,3049745,6,1422147,47,10,56,0.48,0,Medium,668,2025-11-01 10:05:48.786927+00:00,2.0,27346.0,48.49348266355607,1.0,0.02485133799574174,62.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.25,0.857,high,44
S_00021,Gray-Mayo,North America,Logistics,2896276,1435959,68,950810,14,6,61,0.84,4,Medium,794,2025-11-01 10:05:48.786927+00:00,4.0,25205.75,9.392573973346334,0.5350272587941279,0.0,75.75,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.26,0.857,high,44
S_00022,"Watts, Robinson and Nguyen",North America,Manufacturing,682374,495452,69,1763276,6,1,98,0.55,3,High,692,2025-11-01 10:05:48.786927+00:00,2.0,27388.0,65.73988889507118,1.0,0.0006935122934786183,60.5,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.59,0.571,medium,44
S_00023,Perez Inc,LATAM,Manufacturing,4123853,1989010,0,828773,22,12,100,0.59,7,High,706,2025-11-01 10:05:48.786927+00:00,3.0,18537.333333333332,20.031662591396593,1.0,0.34038974036933045,65.33333333333333,No clear penalty clause; termination ambiguous.,55.05,0.714,high,44
S_00024,Morales-Jones,LATAM,Logistics,4712122,2332259,27,132648,43,11,84,0.73,0,Medium,755,2025-11-01 10:05:48.786927+00:00,2.0,23215.0,30.90387272428224,0.9725108849285756,0.0,58.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.16,0.571,medium,44
S_00025,"Walter, Edwards and Rios",LATAM,Biotech,529537,455239,67,340160,9,8,55,0.24,2,High,584,2025-11-01 10:05:48.786927+00:00,0.0,0.0,66.57522249441007,0.05948661354556278,0.016363019520213847,55.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.86,1.0,high,44
S_00026,Wilkerson-Day,Europe,Facilities,620097,285209,72,526351,43,9,52,0.74,9,High,759,2025-11-01 10:05:48.786927+00:00,2.0,26641.0,74.86725986338908,1.0,0.052508952456543766,86.5,Long-term partnership clause with annual reviews.,29.74,0.714,high,44
S_00027,Baker and Sons,Asia-Pacific,IT Services,4946198,2483632,40,510560,22,6,58,0.65,10,Medium,727,2025-11-01 10:05:48.786927+00:00,2.0,31783.5,39.95758558972531,0.99539131355904,0.509387969154769,60.5,Penalty clause included for delayed delivery.,15.4,0.714,high,44
S_00028,"Hoffman, Baker and Richards",North America,Manufacturing,3885477,2444519,72,219675,10,8,63,0.45,8,High,657,2025-11-01 10:05:48.786927+00:00,2.0,17956.0,38.498144652299196,0.5214342114532695,0.040828535850587544,65.0,No clear penalty clause; termination ambiguous.,59.9,1.0,high,44
S_00029,"Ross, Robinson and Bright",Europe,IT Services,2977698,1615382,56,1758489,40,11,69,0.9,9,Low,815,2025-11-01 10:05:48.786927+00:00,1.0,25121.0,69.35998691780654,0.995223511808611,0.009859753814726197,56.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.77,0.857,high,44
S_00030,"Snyder, Campos and Callahan",Asia-Pacific,Manufacturing,4487076,3901355,17,564625,13,1,97,0.21,8,High,573,2025-11-01 10:05:48.786927+00:00,2.0,8838.0,61.73197345224841,0.9005567933518827,0.022470638730419983,82.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.17,0.429,medium,44
S_00031,Burton Ltd,Asia-Pacific,Logistics,2413542,1795068,33,1069919,37,4,53,0.68,1,Medium,738,2025-11-01 10:05:48.786927+00:00,1.0,46512.0,76.22427489015959,1.0,0.018049617265518493,57.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,16.04,0.286,low,44
S_00032,Carlson-Cruz,Asia-Pacific,Logistics,2370961,1703669,33,348861,53,7,85,0.24,6,Medium,584,2025-11-01 10:05:48.786927+00:00,3.0,32131.0,47.67831175332716,0.9083473211242651,0.0,76.66666666666667,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.59,0.714,high,44
S_00033,"Ferrell, Rice and Maddox",Europe,Biotech,988466,413192,47,1231611,41,2,77,0.26,2,High,591,2025-11-01 10:05:48.786927+00:00,1.0,7325.0,26.746323343575447,0.9502797285936206,0.0,54.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,47.34,0.857,high,44
S_00034,Frazier Inc,North America,IT Services,3108918,1570122,31,1408660,12,5,99,0.92,8,Low,822,2025-11-01 10:05:48.786927+00:00,1.0,24157.0,45.395753041792176,0.9610525567220473,1.0,71.0,Penalty clause included for delayed delivery.,22.23,0.286,low,44
S_00035,"Dyer, Potter and Mack",Europe,Logistics,3458940,2878885,22,1858463,32,0,61,0.98,5,Medium,843,2025-11-01 10:05:48.786927+00:00,3.0,28790.666666666668,44.87223964900294,0.9495528084999151,0.0,80.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.58,0.143,low,44
S_00036,Rodriguez-Graham,Europe,IT Services,3503700,1680370,89,236692,30,0,80,0.84,3,High,794,2025-11-01 10:05:48.786927+00:00,1.0,41987.0,47.35006543780803,1.0,0.0,90.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,21.6,0.429,medium,44
S_00037,Smith-Bowen,Europe,Logistics,3911303,1610800,24,845643,27,4,54,0.48,4,Medium,668,2025-11-01 10:05:48.786927+00:00,2.0,30988.5,41.58147412037696,1.0,0.0,75.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.48,0.429,medium,44
S_00038,"Baker, Mason and White",Asia-Pacific,Manufacturing,4323204,1978604,33,384483,43,4,52,0.52,1,Medium,682,2025-11-01 10:05:48.786927+00:00,3.0,24399.666666666668,41.38851114220017,0.9541844770093446,0.0,71.66666666666667,Supplier notified raw material shortages causing delays.,47.6,0.143,low,44
S_00039,Harrell LLC,Asia-Pacific,Facilities,2949833,2074040,65,252526,30,9,62,0.78,4,High,773,2025-11-01 10:05:48.786927+00:00,2.0,40109.5,19.409752777128684,0.488572555932655,0.0,70.5,Standard contract with net 30 payment terms.,25.55,0.714,high,44
S_00040,"Romero, Gonzalez and Brooks",Europe,IT Services,3707915,2282773,85,1940996,27,9,70,0.2,10,Low,570,2025-11-01 10:05:48.786927+00:00,2.0,27409.5,34.05256135490241,0.9547067458420314,0.0,72.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.41,1.0,high,44
S_00041,Ryan PLC,LATAM,IT Services,2569285,1544654,37,1172687,14,3,76,0.61,10,Low,713,2025-11-01 10:05:48.786927+00:00,1.0,31005.0,72.06540693021019,1.0,0.021786405309547403,62.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.17,0.286,low,44
S_00042,George Group,Asia-Pacific,Facilities,1509847,1017589,0,647271,24,3,77,0.69,9,Medium,741,2025-11-01 10:05:48.786927+00:00,1.0,23286.0,42.591924374273106,0.9247916383356414,0.0,90.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.12,0.143,low,44
S_00043,Rodriguez LLC,LATAM,Logistics,2753222,1804976,21,1391710,11,4,82,0.57,10,Medium,699,2025-11-01 10:05:48.786927+00:00,1.0,11196.0,18.694265524508015,1.0,0.9707772494764092,61.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.86,0.571,medium,44
S_00044,Allen-Allen,Europe,IT Services,2861762,1466138,25,319023,7,0,65,0.27,7,Medium,594,2025-11-01 10:05:48.786927+00:00,2.0,7200.0,79.13731857794089,1.0,0.45509482675491003,69.5,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.75,0.714,high,44
S_00045,"Arroyo, Miller and Tucker",Europe,Facilities,660927,427744,31,319479,47,11,50,0.56,1,Medium,696,2025-11-01 10:05:48.786927+00:00,3.0,29046.0,66.76344509815132,1.0,0.3164561641499841,61.666666666666664,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.54,0.857,high,44
S_00046,Spence PLC,LATAM,Manufacturing,1885772,1279878,15,967269,14,12,79,0.34,10,Medium,619,2025-11-01 10:05:48.786927+00:00,2.0,28272.0,33.27249656050316,0.5815365845242473,0.006180403497126684,75.5,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,37.66,0.714,high,44
S_00047,Anderson Group,LATAM,Biotech,4738605,3826438,64,904940,59,8,78,0.68,2,Medium,738,2025-11-01 10:05:48.786927+00:00,3.0,22170.0,21.949653793973233,1.0,0.01621851441590542,80.66666666666667,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.16,0.714,high,44
S_00048,"Martin, Rose and Obrien",Europe,IT Services,4031857,3156568,66,1026273,46,3,67,0.56,7,High,696,2025-11-01 10:05:48.786927+00:00,0.0,0.0,65.89913731720513,0.0,0.0,67.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.28,0.571,medium,44
S_00049,Hickman Ltd,Asia-Pacific,IT Services,2446861,2071300,10,300191,15,3,74,0.39,2,Medium,636,2025-11-01 10:05:48.786927+00:00,0.0,0.0,9.936426162947885,0.08312875487913739,0.0,74.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.43,0.286,low,44
S_00050,"Harris, Collins and Carney",Asia-Pacific,Biotech,588790,372681,7,443763,59,6,74,0.53,9,Low,685,2025-11-01 10:05:48.786927+00:00,1.0,48627.0,4.996138701613433,0.018081834655211862,0.011262589779663499,71.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.64,0.286,low,44
S_00051,"Brooks, Lam and Hayes",LATAM,Facilities,213845,86168,45,636236,54,6,76,0.89,8,Medium,811,2025-11-01 10:05:48.786927+00:00,0.0,0.0,44.737973921299634,0.002097694405411946,0.0,76.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.83,0.429,medium,44
S_00052,Walker LLC,Europe,Facilities,4631289,2360618,55,1028465,7,6,71,0.84,10,Medium,794,2025-11-01 10:05:48.786927+00:00,2.0,10253.5,47.94424136936489,1.0,0.051871174551770725,79.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,23.04,0.714,high,44
S_00053,Chapman and Sons,LATAM,Logistics,3441654,3064314,68,66552,31,9,86,0.78,10,High,773,2025-11-01 10:05:48.786927+00:00,2.0,33580.0,19.23824437859326,1.0,0.4700006592186029,80.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.76,0.857,high,44
S_00054,"Robinson, Jones and Welch",LATAM,Logistics,3645464,1549841,48,696508,19,7,70,0.31,5,Medium,608,2025-11-01 10:05:48.786927+00:00,1.0,8371.0,64.32978941451817,0.9840456013902347,0.0,81.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.79,1.0,high,44
S_00055,Jones Inc,LATAM,IT Services,3230341,2640659,60,50649,53,8,53,0.42,5,High,647,2025-11-01 10:05:48.786927+00:00,4.0,33892.75,44.66330410341321,1.0,0.0,64.75,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.38,1.0,high,44
S_00056,Jones-Young,North America,Manufacturing,625612,547289,25,1769990,7,9,59,0.82,3,High,787,2025-11-01 10:05:48.786927+00:00,1.0,9704.0,77.31733050595798,1.0,0.0,93.0,Penalty clause included for delayed delivery.,20.18,0.429,medium,44
S_00057,"Washington, Ryan and Cummings",Europe,Facilities,1009568,756905,47,361879,44,9,97,0.65,1,Medium,727,2025-11-01 10:05:48.786927+00:00,1.0,12573.0,78.28681818541475,1.0,0.0,77.0,Long-term partnership clause with annual reviews.,32.02,0.714,high,44
S_00058,"Johnston, Sanchez and Kennedy",North America,Biotech,1423767,587786,39,1217533,49,6,75,0.97,3,High,839,2025-11-01 10:05:48.786927+00:00,1.0,11721.0,21.45752688646675,1.0,0.05284704402623353,92.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.27,0.429,medium,44
S_00059,Lee-Davis,Asia-Pacific,Biotech,2087168,1675503,72,1651305,8,5,84,0.28,6,Medium,598,2025-11-01 10:05:48.786927+00:00,1.0,2220.0,21.029246408390385,0.9468395005609429,1.0,94.0,Standard contract with net 30 payment terms.,27.47,0.857,high,44
S_00060,Gomez-Jenkins,Asia-Pacific,Manufacturing,628451,518338,62,231331,33,5,90,0.6,7,Medium,710,2025-11-01 10:05:48.786927+00:00,1.0,19118.0,23.999535788205062,0.9734818194567431,0.0,67.0,No clear penalty clause; termination ambiguous.,51.82,0.571,medium,44
S_00061,"Brown, Valdez and Lucas",Asia-Pacific,Biotech,3703130,2977685,68,1634540,36,7,77,0.34,9,High,619,2025-11-01 10:05:48.786927+00:00,1.0,9430.0,83.19230667896504,1.0,0.0,78.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,47.48,1.0,high,44
S_00062,Powell LLC,North America,IT Services,2109362,1773584,31,1583862,35,9,89,0.86,10,Medium,801,2025-11-01 10:05:48.786927+00:00,0.0,0.0,29.410493328696806,0.015130265454725659,0.05804366108937219,89.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.93,0.286,low,44
S_00063,Wright and Sons,Asia-Pacific,Logistics,290753,187179,45,1683175,22,5,67,0.6,9,Medium,710,2025-11-01 10:05:48.786927+00:00,2.0,11583.0,73.93932235783141,1.0,0.010536518991262457,74.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.49,0.143,low,44
S_00064,"West, Henderson and Ramirez",Europe,Manufacturing,2367508,1232709,52,1034622,41,12,65,0.64,7,Medium,724,2025-11-01 10:05:48.786927+00:00,3.0,40059.333333333336,43.351177298370715,0.6315739225965874,0.353618965465906,60.666666666666664,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.85,1.0,high,44
S_00065,Baxter Inc,North America,Manufacturing,4167307,2280007,51,1460782,21,4,92,0.56,9,Medium,696,2025-11-01 10:05:48.786927+00:00,0.0,0.0,49.10712584424619,0.0,0.010621594011515138,92.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.7,0.429,medium,44
S_00066,Morton-Chase,LATAM,Biotech,4692867,2653326,89,961572,23,4,66,0.62,3,High,717,2025-11-01 10:05:48.786927+00:00,3.0,26950.0,64.91598941329939,1.0,0.0,78.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.74,0.429,medium,44
S_00067,Williams PLC,Europe,Logistics,1665514,846401,61,589861,52,9,98,0.45,8,Medium,657,2025-11-01 10:05:48.786927+00:00,1.0,45473.0,53.60813529002898,1.0,0.04485412777910455,75.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.87,1.0,high,44
S_00068,Novak and Sons,Asia-Pacific,Logistics,893274,518492,38,39671,51,8,58,0.87,4,High,804,2025-11-01 10:05:48.786927+00:00,1.0,6480.0,65.36529026656112,0.9807809293830281,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.93,0.429,medium,44
S_00069,Russell Group,Europe,Facilities,507397,228985,1,1213899,24,7,80,0.64,7,Medium,724,2025-11-01 10:05:48.786927+00:00,1.0,1308.0,20.618662612319063,0.9696216162510142,0.029820280604569295,77.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.66,0.429,medium,44
S_00070,Hancock Inc,LATAM,Manufacturing,480979,390101,51,1041267,10,9,90,0.4,10,High,640,2025-11-01 10:05:48.786927+00:00,3.0,33581.666666666664,59.20721967302856,1.0,0.030261157303981257,72.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.68,1.0,high,44
S_00071,Gray Group,Asia-Pacific,Manufacturing,1301560,1167446,15,1180363,54,6,88,0.85,9,Medium,797,2025-11-01 10:05:48.786927+00:00,1.0,20484.0,73.36405261893285,0.9055691222380668,0.0,75.0,Supplier notified raw material shortages causing delays.,40.89,0.429,medium,44
S_00072,House-Glover,LATAM,Facilities,1943200,1659982,38,1813900,43,6,69,0.82,9,Medium,787,2025-11-01 10:05:48.786927+00:00,1.0,13608.0,9.748780687772742,0.025948312311324575,0.010512543488411765,58.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.14,0.571,medium,44
S_00073,Henderson-Bernard,Europe,Logistics,882431,469738,10,339372,21,2,85,0.96,1,High,836,2025-11-01 10:05:48.786927+00:00,3.0,31327.666666666668,57.35733540701845,1.0,0.34130408413001373,64.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.43,0.429,medium,44
S_00074,"Stanley, Tucker and Lee",LATAM,IT Services,3476893,1447499,36,1492593,24,11,79,0.56,1,Medium,696,2025-11-01 10:05:48.786927+00:00,2.0,29552.0,15.89925057176149,0.4006664804880156,0.47343026786471143,65.5,No clear penalty clause; termination ambiguous.,52.29,0.714,high,44
S_00075,Novak PLC,Europe,Facilities,2269245,1037925,28,1368188,15,4,59,0.83,1,High,790,2025-11-01 10:05:48.786927+00:00,2.0,32726.5,44.181804127331226,0.9900427496234079,0.0,73.5,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.03,0.286,low,44
S_00076,"Daniels, Adkins and Brown",Asia-Pacific,Facilities,2630434,1215725,88,647725,50,6,67,0.68,8,Medium,738,2025-11-01 10:05:48.786927+00:00,2.0,16671.5,49.028847167880784,0.9489909081393608,0.039272286889127796,86.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.38,0.714,high,44
S_00077,"Woods, Calhoun and Schmidt",North America,Facilities,3722187,2855911,77,535059,7,1,64,0.26,10,Low,591,2025-11-01 10:05:48.786927+00:00,1.0,10478.0,65.33874925469588,0.9822371476082556,0.0,68.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,38.78,0.857,high,44
S_00078,Yu Inc,North America,IT Services,4875119,3354683,22,996711,39,10,78,0.67,4,High,734,2025-11-01 10:05:48.786927+00:00,3.0,20553.0,47.09961186787228,0.9747306380450076,0.3342843499613897,80.66666666666667,Long-term partnership clause with annual reviews.,34.02,0.571,medium,44
S_00079,Jones Inc,LATAM,Manufacturing,4960100,3149689,52,708998,26,10,56,0.55,2,Medium,692,2025-11-01 10:05:48.786927+00:00,1.0,25987.0,30.625393497022795,0.9287046498697298,0.0,98.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.27,0.714,high,44
S_00080,"Hensley, Powell and David",LATAM,Biotech,4206295,1759697,11,669590,22,5,57,0.43,6,Low,650,2025-11-01 10:05:48.786927+00:00,2.0,32716.5,28.205910442162995,0.9747866232289527,0.5019431075173473,68.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.4,0.857,high,44
S_00081,"Sanchez, Wheeler and Harvey",LATAM,Facilities,59655,25478,66,768706,45,12,81,0.73,10,Medium,755,2025-11-01 10:05:48.786927+00:00,1.0,3347.0,58.016311370209024,1.0,0.031995467823987545,93.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.71,0.714,high,44
S_00082,Sandoval-Cunningham,Europe,IT Services,482950,298974,89,1026514,13,0,90,0.36,9,Medium,626,2025-11-01 10:05:48.786927+00:00,3.0,32264.666666666668,50.283277918773614,0.9708727024018917,0.001359289695437433,77.33333333333333,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.19,0.714,high,44
S_00083,Donovan-Harris,North America,Biotech,1378572,832651,28,1774555,13,7,57,0.45,10,Low,657,2025-11-01 10:05:48.786927+00:00,1.0,26622.0,74.79711215173205,0.9603201782492025,0.002718994588700291,87.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.12,0.714,high,44
